ID,Sponsor Award Number,Account,Sponsor,sponsorNameNotAsLink(),Prime Sponsor,primeSponsorNotAsLink(),PI Last,PI First,Lead Financial Unit Code,Lead Financial Unit,leadFinancialUnitNotAsLink(),Short Title,AMT GCO,Obligated,Anticipated,Award Start Date,Obligated End Date,Award End Date (Anticipated),Teams,Status,Authorized Total,Awarded Total,Proposed Total
AWD00010722,1083100,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F61C39EBE369504CB522B1193FCC8638]]'>GR18137</a> ,IBM: Thomas J Watson Research Center,IBM: Thomas J Watson Research Center,,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",ELECTRONIC PROPERTIES OF NEW SEMICONDUCTORS ON SI,Taylor,"$15,000","$15,000",2/19/1999,10/18/1999,10/18/1999,Team 3,Closed,"$15,000","$15,000","$15,000"
AWD00010777,PO Y502352-001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F55FCAEC6A1F3F4BAE339B36BE58D454]]'>GR00163</a> ,University of Arizona,University of Arizona,NSF: Directorate for Engineering (ENG),NSF: Directorate for Engineering (ENG),Beaudoin,Stephen,B1314,Chemical Engineering,Chemical Engineering,SUMMER REU IN ENVIRONMENTALLY - BENIGN SEMICONDUCTOR MANUFACTURE,Coley-Bing,"$9,950","$9,950",4/1/1999,12/31/2001,12/31/2001,,Closed,"$9,950","$9,950","$9,950"
AWD00011113,00016-002,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[800AD581D31B1E4FB9A19436964C4F84]]'>GR30058</a> ,PRI Automation,PRI Automation,,,Mackulak,Gerald,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",A COST MODELING METHODOLOGY FOR EVALUATION OF SEMICONDUCTOR FAM AUTOMATION,Jenkins,"$26,804","$26,804",8/15/1999,8/15/2000,8/15/2000,Team 2,Closed,"$26,804","$26,804","$26,804"
AWD00011379,LTR 09/17/99,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[7E31CF072C1CA54884B3B9C60B6A7A7B]]'>GR27769</a> ,Intel Corporation,Intel Corporation,ASU: Metrology of Semiconductor Nanodefects Consortium,ASU: Metrology of Semiconductor Nanodefects Consortium,Diaz,Rodolfo,B1315,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,CONSORTIUM FOR METROLOGY OF SEMICONDUCTOR NANODEFECTS,Coley-Bing,"$100,000","$100,000",1/1/2000,12/31/2000,12/31/2000,Team 1,Closed,"$100,000","$100,000","$100,000"
AWD00011377,N000140010133,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[DD7D1C218303384BBD25F0F3CC602C56]]'>GR01776</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,MICROSTRUCTURE AND THE ELECTRONIC PROPERTIES OF NITRIDE SEMICONDUCTORS,Taylor,"$202,658","$202,658",1/1/2000,3/31/2002,3/31/2002,Team 3,Closed,"$202,658","$202,658","$202,658"
AWD00011458,9986706,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[9FE22F7D47A1FD4F9F21A215199DE5B9]]'>GR01799</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Sankey,Otto,B1717,CLAS-NS: Physics,CLAS-NS: Physics,THEORY AND SIMULATIONS OF OPEN SEMICONDUCTORS AND INSULATORS,Taylor,"$285,000","$285,000",3/1/2000,2/29/2004,2/29/2004,Team 3,Closed,"$285,000","$285,000","$285,000"
AWD00011447,000922,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[26F700BF64F9864D8081340EAAE8A69D]]'>GR18974</a> ,ON Semiconductor,ON Semiconductor,,,Burgess,Paul,B1604,WPC: Economics,WPC: Economics,DATA BASE MANAGEMENT FOR ON SEMICONDUCTOR,Taylor,"$63,000","$63,000",3/1/2000,2/28/2003,2/28/2003,Team 3,Closed,"$63,000","$63,000","$63,000"
AWD00011611,ML1712,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[CE52A97BCDD0EB4C83C5C9B0A06AA6D0]]'>GR07506</a> ,MagFusion Inc,MagFusion Inc,DOD: Missile Defense Agency (MDA),DOD: Missile Defense Agency (MDA),Shen,Jun,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,PHOTON-ASSISTED INTERBAND TUNNELING SEMICONDUCTOR SUPERLATTICE FAR-INFRARED PHODETECTORS,Stewart,"$21,245","$21,245",6/1/2000,2/15/2001,2/15/2001,Team 1,Closed,"$21,245","$21,245","$21,245"
AWD00011821,DMR0196018,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[FB943081EE62E14DB6FFB9A367D22C2B]]'>GR01793</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Drucker,Jeffery,B1717,CLAS-NS: Physics,CLAS-NS: Physics,PATHWAY SELF ASSEMBLY OF ULTRA NARROW DISTRIBUTIONS OF HETEROEPITAXIAL SEMICONDUCTOR QUANTUM DOTS,Taylor,"$152,050","$152,050",8/1/2000,7/31/2002,7/31/2002,Team 3,Closed,"$152,050","$152,050","$152,050"
AWD00011590,DMI0075655,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[65CA42A2065D9842978E172CA485EBCD]]'>GR29752</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE","A MODULAR, SCALABLE APPROACH TO MODELING AND ANALYSIS OF SEMICONDUCTOR MANUFACTURING SUPPLY CHAINS",Jenkins,"$100,000","$100,000",8/15/2000,10/31/2001,10/31/2001,Team 2,Closed,"$100,000","$100,000","$100,000"
AWD00011853,DMS0075041,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[7210FC2B81454E47941CA44BA18ABABC]]'>GR23632</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Armbruster,Hans,B1716001,"CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)","CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)",DYNAMICS AND CONTROL IN SEMICONDUCTOR MANUFACTURING LINES,Taylor,"$100,000","$100,000",8/16/2000,8/31/2001,8/31/2001,Team 3,Closed,"$100,000","$100,000","$100,000"
AWD00011883,010226C,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[43CEA1BC3C00CB4981B9D118F540DDBE]]'>GR10211</a> ,NXP Semiconductors,NXP Semiconductors,,,Lindquist,Timothy,I1003,Electronic Systems; CTI,Electronic Systems; CTI,PHILIPS SEMICONDUCTOR INTERNSHIP AGREEMENT,Anderson,"$10,903","$10,903",9/1/2000,5/15/2001,5/15/2001,Team 3,Closed,"$10,903","$10,903","$10,903"
AWD00011978,0002098,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[91EA6ED937880C4B95831CABE5B6B5A6]]'>GR00731</a> ,NSF-ENG-ECCS: Division of Electrical Communications Systems (ECS),NSF-ENG-ECCS: Division of Electrical Communications Systems (ECS),,,Si,Jennie,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,ROBUST AND SCALABLE ON LINE NDP DESIGNS AND APPLICATIONS TO SEMICONDUCTOR PROCESS OPTIMIZATION,Stewart,"$300,000","$300,000",10/1/2000,9/30/2004,9/30/2004,Team 1,Closed,"$300,000","$300,000","$300,000"
AWD00012074,2001NJ880,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[5FC8583DFF924644B41274B92AE08112]]'>GR30051</a> ,SRCCO Inc.,SRCCO Inc.,,,Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",SCHEDULING OF SEMICONDUCTOR WAFER FABRICATION FACILITIES,Jenkins,"$813,000","$813,000",1/1/2001,3/31/2004,3/31/2004,Team 2,Closed,"$813,000","$813,000","$813,000"
AWD00012050,N000140110115-001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[3612625021C2AD43ACF8229274AF6F40]]'>GR07255</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Ferry,David,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,WORKSHOP ON QUANTUM TRANSPORT IN SEMICONDUCTORS,Stewart,"$20,000","$20,000",1/1/2001,12/31/2001,12/31/2001,Team 1,Closed,"$20,000","$20,000","$20,000"
AWD00012173,N000140110113-002,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[A9AF23A481BA6C47874B4F8409009A1B]]'>GR07263</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Goodnick,Stephen,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,12TH INTERNATIONAL CONFERENCE ON NONEQUILIBRIUM CARRIER DYNAMICS IN SEMICONDUCTORS (HCIS-12),Stewart,"$47,000","$47,000",3/1/2001,8/31/2002,8/31/2002,Team 1,Closed,"$47,000","$47,000","$47,000"
AWD00012174,N00014-01-1-0411,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[19BECC9B96CFF64CBB8D01BFDF894394]]'>GR08967</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Ferry,David,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,THE RESEARCH ON QUANTUM COHERENCE AND CONTROL IN MESOSCOPIC SEMICONDUCTOR STRUCTURES,Stewart,"$839,042","$839,042",3/1/2001,8/31/2004,8/31/2004,Team 1,Closed,"$839,042","$839,042","$839,042"
AWD00012222,LTR 08/03/01,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F071D63D607C044886B51F2B5FB4CEC1]]'>GR02302</a> ,New Energy and Industrial Technology Development Organization (NEDO),New Energy and Industrial Technology Development Organization (NEDO),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,SUPER WIDEGAP NITRIDE SEMICONDUCTORS FOR UV LASERS,Taylor,"$155,749","$155,749",4/1/2001,3/31/2004,3/31/2004,Team 3,Closed,"$155,749","$155,749","$155,749"
AWD00012217,PO A63955DNCV,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[5CBD7C7EA68A8944A3E780C24A45C1E1]]'>GR07424</a> ,NASA: Ames Research Center,NASA: Ames Research Center,,,Ferry,David,B1709,Religious Studies; CLAS,Religious Studies; CLAS,WORKSHOP ON QUANTUM TRANSPORT IN SEMICONDUCTORS,Saltzman,"$20,000","$20,000",4/1/2001,3/31/2002,3/31/2002,Team 2,Closed,"$20,000","$20,000","$20,000"
AWD00012246,1228157-002,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[80CF0B3C6889594ABEF922AA37E75255]]'>GR07511</a> ,Jet Propulsion Laboratory (JPL),Jet Propulsion Laboratory (JPL),National Aeronautics Space Administration (NASA),National Aeronautics Space Administration (NASA),Zhang,Yong-Hang,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,DEVICE APPLICATIONS AND POSITIONAL ORDER IN III-V SEMICONDUCTOR QUANTUM DOTS,Stewart,"$30,350","$30,350",4/25/2001,9/28/2003,9/28/2003,Team 1,Closed,"$30,350","$30,350","$30,350"
AWD00012215,DAAD190110555,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[BFB4C0F5642EED4AA5261CEBCAA55465]]'>GR07420</a> ,DOD-ARMY-ARL: Army Research Office (ARO),DOD-ARMY-ARL: Army Research Office (ARO),,,Ferry,David,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,WORKSHOP ON QUANTUM TRANSPORT IN SEMICONDUCTORS,Stewart,"$10,000","$10,000",5/1/2001,10/31/2001,10/31/2001,Team 1,Closed,"$10,000","$10,000","$10,000"
AWD00012412,3200417840,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[AE866E1449DBCF488BE4F6617C527E5B]]'>GR29816</a> ,University of New Mexico,University of New Mexico,NSF: Directorate for Education & Human Resources (EHR),NSF: Directorate for Education & Human Resources (EHR),Fowler,John,B1312,"Industrial, Systems and Operations Engineering; IAFSE","Industrial, Systems and Operations Engineering; IAFSE",CROSS-TRAINING TECHNICIANS AND ENGINEERS FOR SEMICONDUCTOR MANUFACTURING,Jenkins,"$56,573","$56,573",7/1/2001,6/30/2004,6/30/2004,Team 2,Closed,"$56,573","$56,573","$56,573"
AWD00012458,B517091-001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[2015433A1C53F54FA09AD9B3529ED279]]'>GR00171</a> ,DOE: Lawrence Livermore National Laboratory (LLNL),DOE: Lawrence Livermore National Laboratory (LLNL),US Department of Energy (DOE),US Department of Energy (DOE),Newman,Nathan,B1314,Chemical Engineering,Chemical Engineering,INVESTIGATION OF NOVEL FERROMAGNETIC SEMICONDUCTOR MATERIALS AND DEVICES FOR QUANTUM COMPUTING APPLICATIONS,Coley-Bing,"$40,000","$40,000",7/10/2001,12/31/2001,12/31/2001,,Closed,"$40,000","$40,000","$40,000"
AWD00012729,020481,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[6068B697F3291C4AB5B1A381319EAEC9]]'>GR02303</a> ,Nichia Corporation,Nichia Corporation,,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,PROPERTIES OF NITRIDE SEMICONDUCTOR THIN FILMS,Taylor,"$1,312,000","$1,312,000",11/21/2001,10/31/2006,10/31/2006,Team 3,Closed,"$1,312,000","$1,312,000","$1,312,000"
AWD00012896,DMS0107666,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[6683466AC2AC1F4988602BD8194FBA2F]]'>GR23655</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Kawski,Matthias,B1716001,"CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)","CLAS-NS: Mathematical and Statistical Sciences, School of (SoMSS)",IGMS: OPTIMIZING SUPPLY NETWORKS AND RE-ENTRANT MANUFACTURING SYSTEMS IN THE SEMICONDUCTOR INDUSTRY,Taylor,"$99,945","$99,945",3/1/2002,8/31/2003,8/31/2003,Team 3,Closed,"$99,945","$99,945","$99,945"
AWD00012981,N00014-02-1-0598,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[9DC9DE3DEA49604DA1E6E3FA51C68D16]]'>GR00108</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Newman,Nathan,B1314,Chemical Engineering,Chemical Engineering,"PRODUCTION, INJECTION, TRANSPORT & MANIPULATION OF SPIN-POLARIZED ELECTRONS WITHIN III-N SEMICONDUCTOR STRUCTURES",Coley-Bing,"$836,557","$836,557",5/1/2002,4/30/2005,4/30/2005,,Closed,"$836,557","$836,557","$836,557"
AWD00013197,N00014-02-1-0967,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[75662A5388DD62459E6C9788745ED8BA]]'>GR00101</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Van Schilfgaarde,Mark,B3102,Materials Science and Engineering; SOM,Materials Science and Engineering; SOM,AB INITIO THEORY OF DILUTE MAGNETIC SEMICONDUCTORS,Coley-Bing,"$451,792","$451,792",8/1/2002,7/31/2006,7/31/2006,Team 1,Closed,"$451,792","$451,792","$451,792"
AWD00013336,AGR 09/16/02,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[25823CADEA603845BB799085A733DCC4]]'>GR14385</a> ,NXP Semiconductors,NXP Semiconductors,ASU: Connection One Consortium,ASU: Connection One Consortium,Kiaei,Sayfe,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,C1 Member: NXP Semiconductors,Stewart,"$50,000","$50,000",9/16/2002,9/15/2004,9/15/2004,Team 1,Closed,"$50,000","$50,000","$50,000"
AWD00013382,0224163,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[EA552B5FCCF68042A971510745B2C6D9]]'>GR07289</a> ,NSF-ENG-ECCS: Division of Electrical Communications Systems (ECS),NSF-ENG-ECCS: Division of Electrical Communications Systems (ECS),,,Goodnick,Stephen,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,SPIN ELECTRONICS: SPIN MANIPULATION IN SEMICONDUCTOR NANOSTRUCTURES,Stewart,"$461,737","$461,737",10/1/2002,9/30/2007,9/30/2007,Team 1,Closed,"$461,737","$461,737","$461,737"
AWD00013559,N00014-03-1-0375,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[6FD7E51ECDA2E340A8B60FAE81C928C1]]'>GR01822</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Dow,John,B1717,CLAS-NS: Physics,CLAS-NS: Physics,"DEVELOPMENT OF IMPROVED SUPERCONDUCTORS, INCLUDING A SUPERCONDUCTING SEMICONDUCTOR",Taylor,"$150,000","$150,000",2/1/2003,12/14/2004,12/14/2004,Team 3,Closed,"$150,000","$150,000","$150,000"
AWD00013582,0239819,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[501B7FF3634DBC41BF046AAB71E180DB]]'>GR01836</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Shumway,John,B1717,CLAS-NS: Physics,CLAS-NS: Physics,"CAREER: PATH INTEGRAL SIMULATIONS OF THE ELECTRONIC, OPTICAL AND MAGNETIC PROPERTIES OF SEMICONDUCTOR NANOSTRUCTURES",Taylor,"$400,000","$400,000",3/1/2003,12/31/2008,12/31/2008,Team 3,Closed,"$400,000","$400,000","$400,000"
AWD00013575,0303237,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[F0D81110D7CA8D49A15C52850EF97C41]]'>GR01841</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Tsong,Ignatius,B1717,CLAS-NS: Physics,CLAS-NS: Physics,PROPERTIES OF PSEUDO-BINARY WIDE BAND GAP SEMICONDUCTOR SILICON CARBIDE-ALUMINUM NITRIDE,Taylor,"$407,133","$407,133",5/1/2003,10/31/2006,10/31/2006,Team 3,Closed,"$407,133","$407,133","$407,133"
AWD00013753,0304743,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[59828FDC9DB49B4ABB3B585417E9B78E]]'>GR01827</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Drucker,Jeffery,B1717,CLAS-NS: Physics,CLAS-NS: Physics,EPITAXIAL GE/SI (100) QUANTUM DOTS AND MN-BASED FERROMAGNETIC GROUP-IV SEMICONDUCTORS,Taylor,"$318,573","$318,573",7/1/2003,6/30/2007,6/30/2007,Team 3,Closed,"$318,573","$318,573","$318,573"
AWD00013818,0305147,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[B0EF46A3B142954389374718F81F1951]]'>GR01964</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Tsen,Kong-Thon,B1717,CLAS-NS: Physics,CLAS-NS: Physics,OPTICAL STUDIES OF HIGH-FIELD ELECTRON AND HOLE TRANSPORT IN NITRIDE-BASED WIDE BANDGAP SEMICONDUCTOR NANOSTRUCTURES,Taylor,"$156,520","$156,520",7/15/2003,6/30/2007,6/30/2007,Team 3,Closed,"$156,520","$156,520","$156,520"
AWD00014034,238,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[FBBEBBE676CDFB45BEA73D5384320161]]'>GR00185</a> ,"Global Technologies, Inc.","Global Technologies, Inc.",DOD: Army,DOD: Army,Newman,Nathan,B1314,Chemical Engineering,Chemical Engineering,"Synthesis, Characterization and Modeling of Non-Crystalline Semiconductors",Coley-Bing,"$175,547","$175,547",8/19/2003,2/29/2004,7/31/2008,,Closed,"$175,547","$175,547","$175,547"
AWD00013942,0304362,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[371FE0012060984199BE3AD587025340]]'>GR17703</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Kouvetakis,John,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",NER:Synthesis of nanoscale structures of new direct bandgap semiconductors,Taylor,"$100,000","$100,000",9/1/2003,8/31/2005,8/31/2005,Team 3,Closed,"$100,000","$100,000","$100,000"
AWD00016832,N00014-04-1-0020,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[E49AFA60E8A5D644B44C3411AA31B910]]'>GR02045</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,McCartney,Martha,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Chemical and Structural Characterization of Wide Band-Gap Semiconductors Produced by Novel Methods: Continuation of WSS0006,Taylor,"$78,000","$78,000",10/1/2003,12/30/2006,12/30/2006,Team 3,Closed,"$78,000","$78,000","$78,000"
AWD00014212,N00014-04-1-0020,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[24C810355F2A744CBBC375E0085787C9]]'>GR26413</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,McCartney,Martha,B3102003,"Solid State Science, LeRoy Eyring Center for (CSSS); SOM","Solid State Science, LeRoy Eyring Center for (CSSS); SOM",Chemical & Structural Characterization of Wide Band-Gap Semiconductors Produced by Novel Methods,Petersen,"$102,000","$180,000",10/1/2003,12/30/2006,12/30/2006,Team 3,Closed,"$102,000","$102,000","$180,000"
AWD00014462,HR001104P0013,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[85963FCE161CE449B5429626F916A0B6]]'>GR01977</a> ,DOD: Defense Advanced Research Projects Agency (DARPA),DOD: Defense Advanced Research Projects Agency (DARPA),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Support for the 27th International Conference on the Physics of Semiconductors,Taylor,"$5,000","$5,000",12/19/2003,10/30/2004,10/30/2004,Team 3,Closed,"$5,000","$5,000","$5,000"
AWD00014470,N00014-04-1-0190,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[C7FA861366A34C42A0D64DEDC83AD35D]]'>GR01987</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Support for the 27th International Conference on the Physics of Semiconductors,Taylor,"$10,000","$10,000",12/29/2003,12/30/2004,12/30/2004,Team 3,Closed,"$10,000","$10,000","$10,000"
AWD00014466,N00014-04-1-0230,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[B266BB7E766A2E44BC4A18B5B537D714]]'>GR07559</a> ,DOD-NAVY: Office of Naval Research (ONR),DOD-NAVY: Office of Naval Research (ONR),,,Skromme,Brian,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Replacement Argon Laser Plasma Tube for Research on Wide Band Gap Semiconductor Materials,Stewart,"$31,346","$31,346",2/15/2004,2/14/2005,2/14/2005,Team 1,Closed,"$31,346","$31,346","$31,346"
AWD00014556,0341687,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[91515FF83D3E23478FC5B04A72DFCE0C]]'>GR07561</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Skromme,Brian,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,CCLI:  INSTRUCTIONAL MATERIALS TO PROMOTE INTERACTIVE ENGAGEMENT IN SEMICONDUCTOR DEVICE COURSES,Stewart,"$74,945","$74,945",2/15/2004,1/31/2006,1/31/2006,Team 1,Closed,"$74,945","$74,945","$74,945"
AWD00014647,FA9550-04-1-0162,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[00DAF8944BFC104DB85BADFE8B705E0D]]'>GR01974</a> ,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Support of the 27th International Conference on the Physics of Semiconductors ICPS-27,Taylor,"$10,000","$10,000",3/15/2004,3/14/2005,3/14/2005,Team 3,Closed,"$10,000","$10,000","$10,000"
AWD00014787,DMR-0401671,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[083CAAA7CBDCC64E8CAA433B83BC20CA]]'>GR01993</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Ponce,Fernando,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Support for the 27th International conference on the Physics of Semiconductors,Taylor,"$60,000","$60,000",4/15/2004,3/31/2005,3/31/2005,Team 3,Closed,"$60,000","$60,000","$60,000"
