ID,Sponsor Award Number,Account,Sponsor,sponsorNameNotAsLink(),Prime Sponsor,primeSponsorNotAsLink(),PI Last,PI First,Lead Financial Unit Code,Lead Financial Unit,leadFinancialUnitNotAsLink(),Short Title,AMT GCO,Obligated,Anticipated,Award Start Date,Obligated End Date,Award End Date (Anticipated),Teams,Status,Authorized Total,Awarded Total,Proposed Total
AWD00028564,Y433509,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[36A4E269F5F8684BA1B843F87B0AD146]]'>GR28776</a> ,University of Arizona,University of Arizona,SRCCO Inc.,SRCCO Inc.,Westerhoff,Paul,B1306,IAFSE-SEBE: Civil and Environmental Engineering,IAFSE-SEBE: Civil and Environmental Engineering,Aquatic Fate and Toxicity of IIIV Semiconductor Materials in the Presence of Chemical Mechanical Planarization Nanoparticles,Taylor,"$105,445","$105,445",1/1/2015,12/31/2017,12/31/2017,Team 3,Closed,"$105,445","$105,445","$105,445"
AWD00029567,AGR 12/04/15,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[FECA41407610A8418D69481A07873703]]'>GR26705</a> ,Tri Alpha Energy,Tri Alpha Energy,,,Newman,Nathan,B1343004,IAFSE-SEMTE: Materials Science and Engineering,IAFSE-SEMTE: Materials Science and Engineering,Novel semiconductor device fabrication processing and testing,Mun,"$140,000","$140,000",12/9/2015,6/11/2019,6/11/2019,Team 2,Closed,"$140,000","$140,000","$140,000"
AWD00030000,7017-001,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[673CF1EB20535A49A50C0DBD84BBCBE0]]'>GR08652</a> ,Nonlinear Control Strategies,Nonlinear Control Strategies,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),Johnson,Shane,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Physics-Based Models for Mid-IR Bismide Semiconductor Lasers,Stewart,"$250,000","$250,000",4/1/2016,3/31/2018,3/31/2018,Team 1,Closed,"$250,000","$250,000","$250,000"
AWD00030230,20160357-01-ASU,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[620FFF664FDDC644927FE15918D434F7]]'>GR02213</a> ,University of North Carolina: Charlotte,University of North Carolina: Charlotte,DOD-ARMY-ARL: Army Research Office (ARO),DOD-ARMY-ARL: Army Research Office (ARO),Smith,David,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Correlative Study of Defects in Semiconductors,Taylor,"$530,103","$530,103",5/2/2016,11/30/2020,11/30/2020,Team 3,Expired,"$530,103","$530,103","$530,103"
AWD00030412,Ltr ASU-FP7865,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[3C261069E7AF3645A33B176A19765C15]]'>GR10800</a> ,Dayalbagh Educational Institute,Dayalbagh Educational Institute,University Grants Commission,University Grants Commission,Mada Kannan,Arunachala,B1347003,IAFSE-PS: Polytechnic Engineering Programs (EGR),IAFSE-PS: Polytechnic Engineering Programs (EGR),Semiconductor chipchiplet bases novel approaches for efficient solar-water splitting,Taylor,"$7,830","$7,830",6/28/2016,6/27/2019,6/27/2019,Team 3,Expired,"$7,830","$7,830","$7,830"
AWD00032065,61559167-51077,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[60B9A8B618338E4A9E8DFCC6B028D472]]'>GR08830</a> ,Stanford University,Stanford University,DOE: Office of Energy Efficiency and Renewable Energy (EERE),DOE: Office of Energy Efficiency and Renewable Energy (EERE),Holman,Zachary,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,Nanoscale Performance Mapping of PERC Solar Cells for Network Low Capex Solar Manufacturing Enabled by Perovskite Semiconductors,Stewart,"$88,589","$88,589",9/1/2016,4/30/2018,4/30/2018,Team 1,Closed,"$88,589","$88,589","$88,589"
AWD00031201,AGR 02/28/17,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[024A8E91BC3439439547202B405C52C0]]'>GR08770</a> ,Navillum Nanotechnologies,Navillum Nanotechnologies,National Science Foundation (NSF),National Science Foundation (NSF),Holman,Zachary,B1310,IAFSE-ECEE: Electrical Engineering,IAFSE-ECEE: Electrical Engineering,SBIR Phase II: New Low Cost and Large Scale Manufacturing of Semiconductor Nanocrystals,Stewart,"$35,000","$35,000",3/1/2017,4/30/2017,4/30/2017,Team 1,Closed,"$35,000","$35,000","$35,000"
AWD00032366,W911NF-18-2-0053,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[AD76E09CCC067C4887F81FC6799CDFBA]]'>GR02277</a> ,DOD-ARMY: Army Materiel Command (AMC),DOD-ARMY: Army Materiel Command (AMC),,,Smith,David,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Advancing Semiconductor Materials and Device Characterization using Aberration-Corrected Electron Microscopy,Taylor,"$181,989","$734,756",1/5/2018,1/4/2021,1/4/2021,Team 3,Closed,"$181,989","$181,989","$734,756"
AWD00033429,AGR 09/07/18,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[3A532EC010848D40BE591EC91C77455F]]'>GR35553</a> ,UIUC: National Center for Supercomputing Applications (NCSA),UIUC: National Center for Supercomputing Applications (NCSA),National Science Foundation (NSF),National Science Foundation (NSF),Speyer,Gil,E1104,KE: Core Facilities (CF),KE: Core Facilities (CF),Simulation for 2D Semiconductor with Parallel Uniform and Adaptive Multigrid Meth,Stewart,"$15,000","$15,000",9/1/2018,8/31/2019,8/31/2019,Team 1,Closed,"$15,000","$15,000","$15,000"
AWD00034497,1955889,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[2DDE31592F29A74CB88A6A92B87CA403]]'>GR37309</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Tongay,Seth,B1343004,IAFSE-SEMTE: Materials Science and Engineering,IAFSE-SEMTE: Materials Science and Engineering,EAGER: The Fundamentals of Exotic Exciton Complexes in 2D Janus Semiconductors,Mun,"$100,000","$100,000",12/1/2019,5/31/2021,5/31/2021,Team 2,Closed,"$100,000","$100,000","$100,000"
AWD00034810,20200167,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[D42C6EBB45C36344B4136EBF16EA9386]]'>GR37807</a> ,CFD Research Corporation,CFD Research Corporation,DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),DOD-USAF-AFRL: Air Force Office of Scientific Research (AFOSR),Smith,David,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Radiation Effects and Reliability Mechanisms for Advanced Semiconductor Device Technologies,Taylor,"$15,700","$15,700",12/16/2019,3/11/2020,3/11/2020,Team 3,Expired,"$15,700","$15,700","$15,700"
AWD00034816,579395195,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[96C6C2D64D2F3B4BB7249FCBFBE5EC74]]'>GR37849</a> ,Intel Corporation,Intel Corporation,,,Ju,Feng,B1342002,"IAFSE-SCAI: Industrial, Systems and Operations Engineering","IAFSE-SCAI: Industrial, Systems and Operations Engineering",Real-time control for backend semiconductor manufacturing systems with constrained time window,Stewart,"$270,000","$270,000",5/1/2020,7/31/2023,7/31/2023,Team 1,Expired,"$270,000","$270,000","$270,000"
AWD00034793,1944750,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[38D18619778211EF7E84D82396565000]]'>GR46717</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Azeredo,Bruno,B1349,"Manufacturing Systems and Networks, School of (IAFSE-MSN)","Manufacturing Systems and Networks, School of (IAFSE-MSN)",CAREER: Electrochemical Nanoimprinting of 3D Hierarchical Features in Inorganic Semiconductors,Taylor,"$750,000","$750,000",8/15/2020,8/31/2026,8/31/2026,Team 3,Active,"$750,000","$750,000","$750,000"
AWD00035630,AGR 11/9/2020,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[ABB915D64163484BA1C3291F0FB9A59C]]'>GR39206</a> ,Applied Materials,Applied Materials,,,Tongay,Seth,B1343004,IAFSE-SEMTE: Materials Science and Engineering,IAFSE-SEMTE: Materials Science and Engineering,AMAT: Defects characterization of oxide based semiconductors,Mun,"$96,829","$96,829",11/5/2020,8/31/2022,8/31/2022,Team 2,Closed,"$96,829","$96,829","$96,829"
AWD00035779, 2021-ES-3041,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[A72EB4D2BF36B245AA8E665721ACCE7E]]'>GR39402</a> ,SRCCO Inc.,SRCCO Inc.,,,Herckes,Pierre,B1715,"CLAS-NS: Molecular Sciences, School of (SMS)","CLAS-NS: Molecular Sciences, School of (SMS)",Photocatalytic abatement of N2O and NOx in semiconductor exhaust streams,Taylor,"$249,000","$249,000",1/1/2021,12/31/2023,12/31/2023,Team 3,Expired,"$249,000","$249,000","$249,000"
AWD00036454,2119583,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[43442949A20C2349950CD087B9A3B9F0]]'>GR40467</a> ,National Science Foundation (NSF),National Science Foundation (NSF),,,Menendez,Jose,B1717,CLAS-NS: Physics,CLAS-NS: Physics,Collaborative Research: DMREF: Quasi-Direct Semiconductors,Taylor,"$865,558","$865,558",10/1/2021,9/30/2026,9/30/2026,Team 3,Active,"$865,558","$865,558","$865,558"
AWD00036881,AGR 01/06/2022,<a href='https://era2.oked.asu.edu/Grants/sd/Rooms/DisplayPages/LayoutInitial?Container=com.webridge.entity.Entity[OID[DC611EA074D111EC4884D82396565000]]'>GR41278</a> ,Applied Materials,Applied Materials,,,Emady,Heather,B1343005,IAFSE-SEMTE: Chemical Engineering,IAFSE-SEMTE: Chemical Engineering,Granule Powder Transfer Mechanisms and Sensing in Semiconductor Processing Applications,Mun,"$67,000","$67,000",12/6/2021,10/31/2022,10/31/2022,Team 2,Expired,"$67,000","$67,000","$67,000"
